epoch,loss,val_loss,val_weight_stage1_acc,val_weight_stage1_loss,val_weight_stage2_acc,val_weight_stage2_loss,val_weight_stage3_acc,val_weight_stage3_loss,val_weight_stage4_acc,val_weight_stage4_loss,weight_stage1_acc,weight_stage1_loss,weight_stage2_acc,weight_stage2_loss,weight_stage3_acc,weight_stage3_loss,weight_stage4_acc,weight_stage4_loss
0,30.89013491493227,29.736043443282444,0.6135551531222605,7.429682520528634,0.667573416428197,7.423841029760384,0.6620241565008959,7.433648985411439,0.47133951784954187,7.448871027146067,0.15641580847628175,7.721018598952554,0.1598882424425311,7.72256775563692,0.16107896386557646,7.724400047890588,0.14598700814858756,7.7221485176733795
1,29.029232066558844,27.835055938788823,0.030078357487495634,7.007395027294045,0.027403041282446965,6.952861171747957,0.04411214202575918,6.943287997018723,0.428226260290969,6.931511576686587,0.17514033064076276,7.269567516191005,0.18374973921152216,7.25592049329335,0.1809721951993958,7.253983088211434,0.16219498187251016,7.249760978279014
2,28.180026488260108,27.46757965996152,0.6921111187409787,6.9250499950278375,0.6213223120818535,6.87877475860573,0.6933600718066806,6.8396333161564105,0.04408551901689775,6.824121563562325,0.17617806295476368,7.079094602010302,0.18259252610797444,7.041319880397474,0.18358486411836913,7.032842865616775,0.15973281604197181,7.026769148640006
3,27.205323560951296,26.316385819798423,0.4196180356666446,6.651331020253045,0.5507395719843251,6.578064319633302,0.6512900496877375,6.5486968493177775,0.4344242349089611,6.538293694456418,0.1349360323306531,6.868319254014329,0.15959365557173105,6.795963156154872,0.14785853266810833,6.774542480223727,0.15004630079018783,6.766498653377593
4,26.964089553434118,26.093953345503127,0.07329241068856347,6.599456678188982,0.045511009493133144,6.5220161119387265,0.6277204256149984,6.493067488074303,0.3693136741362867,6.479413001310258,0.1419379926316388,6.8211247707383125,0.16257513206768692,6.735406556568569,0.15692052819285218,6.708715530131444,0.15729331838802368,6.698842697751055
5,26.750722054504593,25.984070231517155,0.16775960295594164,6.584871660385813,0.5729582863194602,6.49643546910513,0.6043129186367705,6.459368910108294,0.4579711917433001,6.443394234137876,0.14677491379480614,6.778867604847349,0.1543784682237547,6.682033634212567,0.16853914814944246,6.650712405427424,0.15474431940287237,6.639108405867092
6,26.61163199129383,25.796417815344675,0.635782934370495,6.546810395660854,0.6558648974945148,6.448828177083106,0.6512611611258416,6.410524886278879,0.4441871859488033,6.390254299910295,0.14234004549831822,6.753426629348024,0.15556116889855895,6.647174459593177,0.15979402246035493,6.612208852468656,0.15239017991844628,6.5988220543465115
7,26.45430774482849,25.685982296864193,0.5708664098665828,6.533878530774798,0.5845005580534538,6.4201737479085015,0.6825806810742333,6.376762717962265,0.47294148873715175,6.35516725835346,0.15524736736985476,6.722573123015101,0.15283955221506226,6.60853265290966,0.17315486467615168,6.569584767033639,0.15678500365951645,6.553617179163203
8,26.27427697241202,25.506745210715703,0.06324863959369915,6.4950693270989825,0.03743373322677577,6.37929925819238,0.040993710419917034,6.327264206040473,0.3585699758536759,6.305112452024505,0.12955844361511215,6.686324100438454,0.13679860783580505,6.564540249676011,0.14892785522425772,6.521050880102258,0.15263723791292202,6.502361766709512
9,26.18675195495476,25.476178367932636,0.4127232138777063,6.492591603171258,0.5016911399683782,6.3724712537867685,0.6033451332755032,6.318893358820961,0.4509531946054527,6.292222143638702,0.1445667883734532,6.670009067387601,0.1399819334941731,6.542443423622827,0.1507498254119329,6.496877341904722,0.14880629313218569,6.477422109611439
10,26.1145491871954,25.424922813971836,0.03186732699118909,6.477560426862467,0.030748465383935365,6.358779517312844,0.03346162339273308,6.305638483592442,0.3880218217770259,6.282944387978032,0.12803139677038822,6.656257804430183,0.1270896877030374,6.524846456377828,0.15164237967298358,6.476841163287176,0.14508125427327093,6.456603744022859
11,26.07520935343244,25.394374563580467,0.2628294738630454,6.477973008794444,0.034106038483081476,6.352241212058635,0.040313313753965,6.295537798177628,0.45183448475741206,6.26862251332828,0.14050739816682134,6.649578369196317,0.15074095171651963,6.515483463006868,0.16532368893498736,6.4656216670576105,0.15229301590768568,6.444525869307091
12,26.031701858899883,25.209378740617208,0.04173618861074958,6.432520240190483,0.5371524489351681,6.306578923548971,0.047062465211465246,6.247876933642796,0.40168439579151927,6.2224026166257405,0.13811847813520883,6.641411258271724,0.13647328600071748,6.504737886669691,0.1511207267246668,6.453807664982601,0.15046442648229016,6.43174505217402
13,25.90866898163495,25.268426353023166,0.029842006195048315,6.453026697039604,0.03057274224591397,6.3198347595475965,0.036458100840848474,6.26121440742697,0.44084658717647907,6.234350541517848,0.14166734331350894,6.615327622086025,0.13227121088045318,6.474347864462903,0.1593140764984725,6.420956975880602,0.15244984603783296,6.398036508361449
14,25.913191687653182,25.250230929681234,0.5676762462549266,6.448457150232224,0.06763875342550732,6.316637704414981,0.6423911840787956,6.255541581128325,0.5055544332024597,6.229594509871233,0.1444518601920224,6.6196727963763635,0.14408107592936,6.475279600714876,0.1581134649949106,6.420446442715807,0.15109294328196168,6.397792833566011
15,25.841214013629227,25.190620858044852,0.170211297371203,6.437507401264849,0.032968982499802395,6.301175460574173,0.029350818389849292,6.240465994392123,0.20771077479280176,6.211471958174592,0.13420273069457792,6.603511947778683,0.11826592765768025,6.457477480135923,0.14493596889387741,6.40192376612308,0.1466652791137594,6.378300811915972
16,25.76831242643689,25.216596435932885,0.4706556341123013,6.446871180619512,0.040057314914606866,6.3089516297692345,0.046710437518500146,6.245193847233341,0.4606193620711565,6.215579716932206,0.13927048079424037,6.589427391638445,0.12912005067149623,6.439682209398017,0.1414599085376801,6.381878984481698,0.142954982550699,6.357323852573394
17,25.729113318511367,25.035347544011614,0.33361537390876383,6.400145283057576,0.5571773271298125,6.26353162810916,0.6575335408782675,6.198045268654823,0.46769955559145837,6.1736253542559485,0.15534621305493646,6.583927489454561,0.13249294691499938,6.430018287757283,0.1681453475305852,6.370071494299663,0.1526884348547755,6.3450960402168
18,25.678694056667293,25.116880141553423,0.028562127939602805,6.429454142493861,0.029133300709959474,6.285737303750856,0.04082885742675336,6.2151510779346735,0.45586920006289366,6.1865376049564,0.1451845451524016,6.573349553969902,0.13728158584476774,6.417798435283415,0.17124681226655353,6.3562737138886565,0.15138124739683817,6.331272354298825
19,25.637746893499806,24.987837052061444,0.03208112433674701,6.399131157213733,0.05887346532905385,6.252923985322316,0.6317406075873545,6.181978902646473,0.57005167628328,6.15380296040149,0.15184371439832567,6.566178813416791,0.14592918930812324,6.407103755050447,0.15392562758250966,6.344850087272934,0.1457202800304127,6.319614240452034
20,25.6018758005176,24.92830761415618,0.038493187327514444,6.385982505977154,0.5554299195784898,6.236854463815689,0.6148285776199329,6.16632086393379,0.35389055506814093,6.139149801716918,0.14383200977122193,6.559827042393533,0.1298496893386045,6.398688125036172,0.15660404847397477,6.334697640147446,0.1437771107633311,6.308662989920799
21,25.52721131094858,24.949683985539846,0.030697893478818947,6.3958631835523105,0.0339415341399477,6.24199005322797,0.6561186278150195,6.16966897887843,0.4818511667350928,6.142161696084908,0.1398338162121048,6.543862388798623,0.13775796415414435,6.379765385117113,0.16395888232763384,6.314930499150386,0.1464970627447973,6.288653045825777
22,25.533916889892303,24.867828783534822,0.033423956051202755,6.374076257504168,0.031630219966505786,6.224354947251933,0.05007138209129196,6.149119097916853,0.49721354121963185,6.12027854224046,0.14524430879778716,6.548910024057816,0.13511676824423186,6.38098372501538,0.14941648240992578,6.315060258529,0.14232988029998236,6.288962895833913
23,25.449836627515378,24.823958428133103,0.026933942455798388,6.368245703833444,0.053642868785010206,6.213282264769077,0.6101367181787888,6.1363532695741885,0.5804865960741327,6.1060770111424585,0.14046390746941634,6.531780927860145,0.14373269871991506,6.360209222294489,0.1672967497134102,6.292482668908124,0.15023104093900536,6.265363819899034
24,25.410050120947513,24.777678563481285,0.08831752225800994,6.358666201432546,0.056387765150118084,6.200483576882453,0.6523480511137417,6.123867059747378,0.5328429020231679,6.094661613660199,0.15595302940770475,6.523534880527571,0.14011993668106504,6.350118394188968,0.16344631274479704,6.281565817002796,0.142267501675009,6.254831026253154
25,25.356716087520763,24.80415037842024,0.4859388959372327,6.363553674093315,0.02972336544189602,6.2042811821614,0.6593218117597557,6.13150169806821,0.5033621650543951,6.104813799971626,0.14823365748618453,6.512674840810979,0.13566193252286843,6.336549161801114,0.1588800579407314,6.267303023748574,0.1409362739708348,6.240189043904945
26,25.387061317454318,24.80077760560172,0.28271054285800173,6.3726926208252,0.582732977611678,6.205399241121042,0.6210325409968694,6.127614389927614,0.4438588171310368,6.095071352663494,0.15850783343082198,6.5224995489485815,0.15751634116301053,6.344710265293007,0.162609825028134,6.273912474033331,0.14595309772712556,6.245939038803609
